id,location_x,location_y,land_use_category,country,fra_class,tree_canopy,shrub_cover,palm_cover,vegetation_elements_bamboo_vegetation_element,main_land_class,sub_land_class,many_trees,tree_count,many_shrubs,shrub_count
SWA15041,69.61302645,32.67769572,grassland,Pakistan,owl,20,0,0,0,grassland,grassland_trees,TRUE,0,FALSE,0
SWA17674,73.25201184,23.58198397,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,5,FALSE,0
SWA17830,72.67448494,22.96645834,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,11,FALSE,0
SWA15055,72.96580859,33.27139229,grassland,Pakistan,fo,20,0,0,0,forest,mixed_broadleaf,TRUE,0,FALSE,0
SWA18230,74.80618711,22.10650112,settlement,India,owl,20,0,0,0,settlement,settlement_urban,FALSE,11,FALSE,0
SWA18546,75.09724126,20.25857675,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA16312,77.84473856,27.80361665,cropland,India,owl,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,14,FALSE,0
SWA15642,73.67430985,29.8566264,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA16061,76.71393928,28.62072423,settlement,India,owl,20,0,0,0,settlement,settlement_infrastructure,FALSE,7,FALSE,0
SWA4847,72.75748927,29.4933477,cropland,Pakistan,owl,20,0,0,0,cropland,cropland_perennial,FALSE,9,FALSE,0
SWA17482,73.69479144,24.16678722,forest,India,fo,20,0,0,0,forest,mixed_broadleaf,FALSE,6,FALSE,0
SWA19522,76.83116942,16.72361627,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA5746,72.79845245,27.38536105,otherland,India,fo,20,0,0,0,other,other_sand,FALSE,2,TRUE,0
SWA17759,74.45018476,23.55180058,settlement,India,oltc,20,0,0,0,settlement,settlement_urban,FALSE,10,FALSE,0
SWA16815,79.17415535,26.63535762,cropland,India,ol,20,0,0,0,cropland,cropland_irrigated,FALSE,7,FALSE,0
SWA15451,73.243927,30.7623977,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,11,FALSE,0
SWA14988,71.92555949,33.3403829,cropland,Pakistan,owl,20,0,0,0,cropland,cropland_perennial,FALSE,23,FALSE,0
SWA5277,68.12649432,27.51121502,cropland,Pakistan,fo,20,0,0,0,cropland,cropland_perennial,TRUE,0,TRUE,0
SWA6994,81.79472069,26.52324787,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,4,FALSE,0
SWA10669,45.98751414,38.26997786,cropland,Iran  (Islamic Republic of),oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,8,FALSE,0
SWA9601,80.80244163,16.6427679,grassland,India,oltc,20,0,0,0,grassland,grassland_trees,FALSE,7,FALSE,0
SWA16102,78.57291293,28.75574102,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,TRUE,0,FALSE,0
SWA16624,79.22670679,27.13203614,cropland,India,ol,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,8,FALSE,0
SWA6891,82.33478784,26.94662387,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,10,FALSE,0
SWA16326,74.57603873,27.18081466,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,10,FALSE,0
SWA9775,79.07363387,14.83445923,cropland,India,ol,20,0,0,0,cropland,cropland_fallow,FALSE,0,FALSE,0
SWA4702,72.10827682,29.67875997,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA6790,80.91940228,27.15817712,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,4,FALSE,0
SWA14795,72.21823061,33.99660222,cropland,Pakistan,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,20,FALSE,0
SWA7331,82.67489001,25.75976971,settlement,India,oltc,20,0,0,0,settlement,settlement_urban,FALSE,11,FALSE,0
SWA18261,74.69569433,21.96016556,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA14426,71.45475245,34.71588327,cropland,Pakistan,owl,20,0,0,0,cropland,cropland_perennial,TRUE,0,FALSE,0
SWA8069,76.74573964,23.25535653,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,4,FALSE,0
SWA17302,78.21475462,25.39783849,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,10,FALSE,0
SWA19239,78.73164524,18.32225815,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,12,FALSE,0
SWA5983,72.28506526,26.52971574,otherland,India,oltc,20,0,0,0,other,other_rock_stone,FALSE,8,FALSE,0
SWA8914,80.82993008,20.83691213,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,7,FALSE,0
SWA5470,67.56163367,26.92290834,wetland,Pakistan,iwb,20,0,0,0,wetland,wetland_river_seaso0l,FALSE,17,FALSE,0
SWA10126,80.15295968,13.04178125,settlement,India,fo,20,0,0,0,settlement,settlement_village,FALSE,10,FALSE,0
SWA4461,71.78596129,30.07222207,cropland,Pakistan,owl,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,6,FALSE,0
SWA6637,79.66382701,28.83578091,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,15,FALSE,0
SWA8575,81.65377503,21.93995346,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA18477,77.05862285,21.10425075,settlement,India,oltc,20,0,0,0,settlement,settlement_urban,FALSE,7,FALSE,0
SWA18840,78.36621058,19.5390262,cropland,India,oltc,20,0,0,0,cropland,cropland_fallow,FALSE,6,FALSE,0
SWA17437,75.09993621,24.54084571,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,9,FALSE,0
SWA19300,78.77665083,18.07351465,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA18402,73.38244722,20.8234374,wetland,India,iwb,20,0,0,0,wetland,wetland_river_delta_permanent,FALSE,5,FALSE,0
SWA3449,72.00047898,31.91071413,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA6127,69.43893295,25.33774119,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,11,FALSE,0
SWA16539,73.84705588,26.4372791,otherland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA6070,73.26764252,26.40709571,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA9353,83.27882737,18.47991248,grassland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA18509,75.86637881,20.65015238,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,12,FALSE,0
SWA16274,77.21385173,27.83703398,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,12,FALSE,0
SWA4105,71.74715407,30.81683561,grassland,Pakistan,fo,20,0,0,0,forest,mixed_broadleaf,FALSE,7,FALSE,0
SWA6073,73.80824866,26.50357477,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA8709,80.8684678,21.46887693,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,4,FALSE,0
SWA8790,79.37304235,21.01774299,settlement,India,owl,20,0,0,0,settlement,settlement_urban,TRUE,0,FALSE,0
SWA19430,79.67029488,17.69622223,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,17,FALSE,0
SWA10688,45.93092028,37.85064428,settlement,Iran  (Islamic Republic of),oltc,20,0,0,0,settlement,settlement_urban,FALSE,26,TRUE,0
SWA434,48.27201974,32.49336142,cropland,Iran  (Islamic Republic of),oltc,20,0,0,0,cropland,cropland_perennial,FALSE,4,FALSE,6
SWA15160,73.66272158,32.65640565,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,10,FALSE,0
SWA17622,72.51090173,23.56473632,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,TRUE,0,FALSE,0
SWA6559,74.09633837,32.91000005,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,6,FALSE,0
SWA10891,48.94791216,36.00649283,cropland,Iran  (Islamic Republic of),ol,20,0,0,0,cropland,cropland_perennial,FALSE,11,FALSE,0
SWA16941,76.00031762,25.80693127,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,13,FALSE,0
SWA5961,68.36688349,25.71718957,cropland,Pakistan,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,20,FALSE,0
SWA9681,81.01156943,16.15686916,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,11,FALSE,0
SWA18082,73.84651689,22.43447603,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA19598,79.26362755,16.86590941,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,6,TRUE,0
SWA7015,84.94538189,26.82319535,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,5,FALSE,0
SWA8550,78.14064361,21.46618198,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,20,FALSE,0
SWA16903,77.88812719,26.21467657,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA14881,72.78066581,33.84703272,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,15,FALSE,0
SWA397,48.89563021,32.88655402,otherland,Iran  (Islamic Republic of),owl,20,0,0,0,other,other_rock_stone,FALSE,12,FALSE,0
SWA17604,76.33907231,24.3718726,cropland,India,fo,20,0,0,0,cropland,cropland_perennial,FALSE,10,FALSE,0
SWA17518,71.02975949,23.5159578,cropland,India,owl,20,0,0,0,cropland,cropland_perennial,TRUE,0,FALSE,0
SWA8346,74.52456527,21.48962801,cropland,India,oltc,20,0,0,0,grassland,grassland_trees,FALSE,8,FALSE,0
SWA16511,76.63147394,27.01507549,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,7,FALSE,0
SWA10521,68.42563331,27.94995221,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,14,FALSE,0
SWA18683,77.14944253,19.97991935,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA18369,73.45844469,21.09293198,cropland,India,fo,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA17923,73.5824122,22.88938289,grassland,India,ol,20,0,0,0,grassland,grassland_trees,FALSE,11,FALSE,0
SWA6827,82.899379,27.24684084,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,6,FALSE,0
SWA7458,83.00771582,25.54875545,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,4,FALSE,1
SWA1450,54.98162643,31.27713236,otherland,Iran  (Islamic Republic of),oltc,20,0,0,0,other,other_rock_stone,FALSE,6,FALSE,0
SWA8816,74.29603386,20.04837097,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA15206,73.01027519,32.06432604,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_orchard,FALSE,9,FALSE,0
SWA19269,78.75428278,18.19802115,cropland,India,oltc,20,0,0,0,cropland,cropland_fallow,FALSE,13,FALSE,0
SWA16682,80.45155968,27.16114156,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,5,FALSE,0
SWA17186,78.60525228,25.69886394,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,12,FALSE,0
SWA17764,75.16218946,23.67711556,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,7,FALSE,0
SWA16264,75.70980245,27.61092802,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA6938,84.15980517,26.99944481,cropland,India,owl,20,0,0,0,cropland,cropland_nonirrigated_floodplain,TRUE,0,FALSE,0
SWA17241,77.74960697,25.45470184,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA5170,72.60037393,28.7118134,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA8026,76.57649704,23.35318307,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,13,FALSE,0
SWA9240,74.80861256,17.83770689,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,16,FALSE,0
SWA6144,72.45322989,25.95138036,cropland,India,owl,20,0,0,0,cropland,cropland_perennial,TRUE,0,FALSE,0
SWA9282,74.06777195,17.43292602,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,13,FALSE,0
SWA9940,79.73712954,14.02597547,settlement,India,fo,20,0,0,0,settlement,settlement_village,FALSE,10,FALSE,0
SWA6701,80.8738577,28.2488217,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,10,FALSE,10
SWA10102,80.00554614,13.15038757,settlement,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,1
SWA17817,70.85431851,22.59132188,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA18907,74.0850196,18.53003848,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,4,FALSE,10
SWA6086,68.864101,25.36522964,cropland,Pakistan,ol,20,0,0,0,cropland,cropland_perennial,FALSE,11,FALSE,0
SWA8414,80.15834957,22.25256718,otherland,India,owl,20,0,0,0,other,other_sand,TRUE,0,FALSE,0
SWA5345,68.53693457,27.44815329,cropland,Pakistan,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,5,FALSE,5
SWA15489,75.77744559,31.04051611,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,0,FALSE,10
SWA14465,68.73501309,34.09954915,settlement,Afghanistan,oltc,20,0,0,0,settlement,settlement_infrastructure,FALSE,7,FALSE,0
SWA19040,73.7713279,18.08025201,grassland,India,owl,20,0,0,0,grassland,grassland_trees,FALSE,9,FALSE,0
SWA3647,71.13270642,31.45580727,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,5,FALSE,0
SWA15966,74.95063621,28.71828127,cropland,India,ol,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA15588,76.83898477,30.7076903,settlement,India,ol,20,0,0,0,settlement,settlement_urban,FALSE,6,FALSE,0
SWA17694,76.3943187,24.13148343,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA9568,81.16383387,16.94837476,cropland,India,oltc,20,0,0,0,forest,plantation_other,FALSE,11,FALSE,0
SWA7255,80.43700697,25.63175979,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA7487,77.89648152,24.79929101,wetland,India,oltc,20,0,0,0,wetland,wetland_lake_pool_permanent,TRUE,0,FALSE,0
SWA7334,83.11982557,25.80477531,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA6276,67.76186815,24.18026195,grassland,Pakistan,oltc,20,0,0,0,grassland,grassland_trees,FALSE,13,FALSE,0
SWA15003,68.78028818,32.63834951,otherland,Afghanistan,fo,20,0,0,0,other,other_rock_stone,FALSE,10,FALSE,10
SWA19348,76.81473025,17.49464028,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA7492,78.6241169,24.90250744,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,7,FALSE,0
SWA6317,71.64259017,24.87421051,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,9,FALSE,0
SWA8686,74.75660011,20.51729155,settlement,India,oltc,20,0,0,0,settlement,settlement_village,FALSE,7,FALSE,0
SWA8577,81.93647485,21.9731013,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA6767,81.78232394,27.4974708,settlement,India,oltc,20,0,0,0,settlement,settlement_village,FALSE,7,FALSE,0
SWA7707,83.96280463,25.15071195,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,7,FALSE,0
SWA8688,77.93474975,21.0570892,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,24,FALSE,0
SWA16554,76.06472682,26.80513921,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA7305,78.843216,25.30324589,settlement,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,21,FALSE,0
SWA8827,78.97823278,20.83529516,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA8042,81.89685914,24.0781235,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,9,FALSE,0
SWA15050,72.16244523,33.13772297,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,19,FALSE,0
SWA14835,71.60890335,33.77184373,cropland,Pakistan,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,10
SWA19392,78.57560787,17.65822349,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA16972,73.11807303,25.18547675,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,14,FALSE,0
SWA4397,72.87471942,30.41528867,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,6,FALSE,0
SWA17293,76.89935155,25.20434137,forest,India,fo,20,0,0,0,forest,broadleaf_deciduous,FALSE,13,FALSE,0
SWA9827,79.89532286,14.70186789,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,7,FALSE,0
SWA17668,72.40229541,23.41732278,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,6,FALSE,0
SWA7058,85.71317196,26.76228957,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,22,FALSE,0
SWA6557,73.77537032,32.85960456,cropland,Pakistan,owl,20,0,0,0,cropland,cropland_perennial,FALSE,10,FALSE,0
SWA15391,74.70647411,31.36417911,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,7,FALSE,0
SWA6815,81.09133983,27.05576918,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA5822,66.63268583,25.77620888,cropland,Pakistan,owl,20,0,0,0,cropland,cropland_perennial,FALSE,12,TRUE,0
SWA4703,72.29584505,29.7124468,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA7766,84.71523351,25.09546556,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,13,FALSE,0
SWA18555,76.33341292,20.47740635,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA18105,71.64986653,21.87042386,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA6707,80.28689849,28.05936701,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,15,FALSE,0
SWA11029,48.64796469,35.37479753,cropland,Iran  (Islamic Republic of),oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,7,FALSE,0
SWA15800,75.98953783,29.61246431,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,6,FALSE,0
SWA7644,82.47357755,25.12591845,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,11,FALSE,0
SWA14974,69.68794595,32.93668001,grassland,Pakistan,owl,20,0,0,0,grassland,grassland_shrubs,FALSE,0,FALSE,13
SWA2070,56.02861289,30.18190636,otherland,Iran  (Islamic Republic of),ol,20,0,0,0,other,other_rock_stone,FALSE,0,FALSE,0
SWA9879,77.76092574,13.96183576,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,7,FALSE,0
SWA6720,81.07004975,28.02783614,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA7559,79.08549163,24.84214065,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,0,FALSE,0
SWA7668,76.8174252,24.26407477,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA9302,75.82245119,17.64232331,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,9,FALSE,0
SWA17423,73.09112357,24.17945347,grassland,India,owl,20,0,0,0,grassland,grassland_shrubs,FALSE,6,FALSE,0
SWA19058,77.26263025,18.72515256,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA7762,84.12638785,25.04318361,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,6,FALSE,0
SWA11469,58.6162999,37.50299627,forest,Iran  (Islamic Republic of),fo,20,0,0,0,other,other_rock_stone,FALSE,10,FALSE,10
SWA16407,74.63856148,26.94446791,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,20,FALSE,0
SWA15428,73.05312483,30.85240889,cropland,Pakistan,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,7,FALSE,0
SWA18505,75.31580137,20.55259534,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,8,FALSE,0
SWA16372,75.64943567,27.23255762,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,15,FALSE,0
SWA17428,73.8063622,24.3123143,forest,India,fo,20,0,0,0,forest,mixed_broadleaf,FALSE,16,FALSE,0
SWA8001,82.45875535,24.26299679,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA19982,78.36486311,9.614349113,grassland,India,oltc,20,0,0,0,grassland,grassland,FALSE,8,FALSE,0
SWA9012,74.1992853,19.26225526,cropland,India,ol,20,0,0,0,cropland,cropland_fallow,FALSE,12,FALSE,0
SWA9030,80.21844686,20.25318685,cropland,India,owl,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,5,FALSE,0
SWA16542,74.289027,26.51408506,cropland,India,owl,20,0,0,0,cropland,cropland_perennial,FALSE,24,FALSE,0
SWA16759,77.66094325,26.55127531,cropland,India,ol,20,0,0,0,cropland,cropland_fallow,FALSE,15,FALSE,0
SWA8679,73.79773837,20.33484371,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,2,FALSE,0
SWA16679,80.00096473,27.10697315,cropland,India,fo,20,0,0,0,cropland,cropland_irrigated,FALSE,20,FALSE,0
SWA7425,78.16220318,24.96125726,cropland,India,ol,20,0,0,0,cropland,cropland_fallow,FALSE,4,FALSE,0
SWA15507,75.18240155,30.82977135,settlement,India,oltc,20,0,0,0,settlement,settlement_village,FALSE,12,FALSE,0
SWA18486,75.42548567,20.69920039,cropland,India,ol,20,0,0,0,cropland,cropland_fallow,FALSE,4,FALSE,0
SWA16363,74.31031707,27.01265004,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA15727,73.77563982,29.50601394,settlement,India,oltc,20,0,0,0,settlement,settlement_village,FALSE,6,FALSE,0
SWA7622,79.25473423,24.74134968,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,12,FALSE,0
SWA10018,78.27997231,13.26357529,settlement,India,oltc,20,0,0,0,settlement,settlement_village,FALSE,5,FALSE,0
SWA14748,72.34246761,34.13835637,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,10,FALSE,0
SWA8620,81.53196347,21.80062476,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA10655,45.81692407,38.47479374,cropland,Iran  (Islamic Republic of),owl,20,0,0,0,cropland,cropland_perennial,TRUE,0,FALSE,0
SWA7076,82.13320589,26.31519805,settlement,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,4,FALSE,0
SWA18507,75.59095534,20.60164335,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,6,FALSE,13
SWA9768,78.16435914,14.68515923,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA5691,73.30429379,27.62763669,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,8,FALSE,0
SWA6146,72.8108492,26.01848452,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,10,FALSE,0
SWA7374,79.8931669,25.31806809,cropland,India,owl,20,0,0,0,cropland,cropland_fallow,FALSE,7,FALSE,0
SWA7111,81.11209091,26.07965979,cropland,India,ol,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,9,FALSE,0
SWA10893,49.25486649,36.11213471,cropland,Iran  (Islamic Republic of),oltc,20,0,0,0,cropland,cropland_perennial,FALSE,9,FALSE,0
SWA8076,80.75986149,23.82075617,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,8,FALSE,0
SWA16374,75.94830516,27.27944968,cropland,India,ol,20,0,0,0,cropland,cropland_perennial,FALSE,7,FALSE,0
SWA10043,78.42954181,13.15766392,grassland,India,oltc,20,0,0,0,grassland,grassland_trees,FALSE,6,FALSE,0
SWA10373,78.25248387,10.3368641,cropland,India,oltc,20,0,0,0,cropland,cropland_perennial,FALSE,5,FALSE,0
SWA16412,75.38155805,27.06654896,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,10,FALSE,0
SWA16197,75.04900173,27.75160419,cropland,India,ol,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,8,FALSE,0
SWA15223,73.04611797,31.94871286,cropland,Pakistan,ol,20,0,0,0,cropland,cropland_irrigated,FALSE,21,FALSE,0
SWA16055,75.8019696,28.48409048,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,11,FALSE,0
SWA17045,75.61952177,25.49782098,cropland,India,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,12,FALSE,0
SWA6998,82.39299867,26.5865791,grassland,India,ol,20,0,0,0,grassland,grassland,FALSE,5,FALSE,0
SWA8371,79.1463974,22.24017043,grassland,India,fo,20,0,0,0,forest,broadleaf_deciduous,FALSE,8,FALSE,3
SWA1049,50.13746126,31.06504012,grassland,Iran  (Islamic Republic of),oltc,20,0,0,0,grassland,grassland_trees,FALSE,7,FALSE,0
SWA15158,73.3433705,32.60520167,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,FALSE,7,FALSE,0
SWA9333,83.39875247,18.61978017,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_floodplain,TRUE,0,FALSE,0
SWA4323,71.50622591,30.32204355,cropland,Pakistan,oltc,20,0,0,0,cropland,cropland_irrigated,FALSE,8,FALSE,0
SWA17486,74.26746743,24.27054264,cropland,India,owl,20,0,0,0,cropland,cropland_perennial,FALSE,14,FALSE,5
SWA8947,80.85014217,20.7140226,grassland,India,fo,20,0,0,0,forest,mixed_broadleaf,FALSE,8,FALSE,0
SWA18081,73.7066492,22.40806556,grassland,India,fo,20,0,0,0,shrubland,shrubland_trees,FALSE,8,FALSE,0
SWA16268,76.31050588,27.70363416,cropland,India,oltc,20,0,0,0,cropland,cropland_nonirrigated_rainfed,FALSE,7,FALSE,0
SWA9145,75.47480318,18.60657494,cropland,India,ol,20,0,0,0,cropland,cropland_fallow,FALSE,9,FALSE,0
